unit,t,ones,x1,x2,x3,x4,z1,z2,p_uncured,p_cured,C_tilde,G,u,V,G_star,d,C,tau,groupFE,unitFE,e_base,Y_base,cov,e,Y0,Y1,Y
1,1,1,-1.5682506534592797,0.38078984671799887,-0.8738335910348808,-1.0781930457306872,-1.5682506534592797,0.38078984671799887,0.12497853843047955,0.12497853843047955,0,9,0.19515542103908956,-0.49677071698633585,9,0,0,-8,1.097987098955034,0.28550176850110975,-0.03208426476099557,1.3834888674561436,198.58751119835523,1.0548169936533587,202.49065921672198,202.49065921672198,202.49065921672198
1,2,1,-1.5682506534592797,0.38078984671799887,-0.8738335910348808,-1.0781930457306872,-1.5682506534592797,0.38078984671799887,0.12497853843047955,0.12497853843047955,0,9,0.19515542103908956,-0.49677071698633585,9,0,0,-7,1.097987098955034,0.28550176850110975,-0.03208426476099557,1.3834888674561436,198.58751119835523,1.0548169936533587,203.49065921672198,203.49065921672198,203.49065921672198
1,3,1,-1.5682506534592797,0.38078984671799887,-0.8738335910348808,-1.0781930457306872,-1.5682506534592797,0.38078984671799887,0.12497853843047955,0.12497853843047955,0,9,0.19515542103908956,-0.49677071698633585,9,0,0,-6,1.097987098955034,0.28550176850110975,-0.03208426476099557,1.3834888674561436,198.58751119835523,1.0548169936533587,204.49065921672198,204.49065921672198,204.49065921672198
1,4,1,-1.5682506534592797,0.38078984671799887,-0.8738335910348808,-1.0781930457306872,-1.5682506534592797,0.38078984671799887,0.12497853843047955,0.12497853843047955,0,9,0.19515542103908956,-0.49677071698633585,9,0,0,-5,1.097987098955034,0.28550176850110975,-0.03208426476099557,1.3834888674561436,198.58751119835523,1.0548169936533587,205.49065921672198,205.49065921672198,205.49065921672198
1,5,1,-1.5682506534592797,0.38078984671799887,-0.8738335910348808,-1.0781930457306872,-1.5682506534592797,0.38078984671799887,0.12497853843047955,0.12497853843047955,0,9,0.19515542103908956,-0.49677071698633585,9,0,0,-4,1.097987098955034,0.28550176850110975,-0.03208426476099557,1.3834888674561436,198.58751119835523,1.0548169936533587,206.49065921672198,206.49065921672198,206.49065921672198
1,6,1,-1.5682506534592797,0.38078984671799887,-0.8738335910348808,-1.0781930457306872,-1.5682506534592797,0.38078984671799887,0.12497853843047955,0.12497853843047955,0,9,0.19515542103908956,-0.49677071698633585,9,0,0,-3,1.097987098955034,0.28550176850110975,-0.03208426476099557,1.3834888674561436,198.58751119835523,1.0548169936533587,207.49065921672198,207.49065921672198,207.49065921672198
1,7,1,-1.5682506534592797,0.38078984671799887,-0.8738335910348808,-1.0781930457306872,-1.5682506534592797,0.38078984671799887,0.12497853843047955,0.12497853843047955,0,9,0.19515542103908956,-0.49677071698633585,9,0,0,-2,1.097987098955034,0.28550176850110975,-0.03208426476099557,1.3834888674561436,198.58751119835523,1.0548169936533587,208.49065921672198,208.49065921672198,208.49065921672198
1,8,1,-1.5682506534592797,0.38078984671799887,-0.8738335910348808,-1.0781930457306872,-1.5682506534592797,0.38078984671799887,0.12497853843047955,0.12497853843047955,0,9,0.19515542103908956,-0.49677071698633585,9,0,0,-1,1.097987098955034,0.28550176850110975,-0.03208426476099557,1.3834888674561436,198.58751119835523,1.0548169936533587,209.49065921672198,209.49065921672198,209.49065921672198
1,9,1,-1.5682506534592797,0.38078984671799887,-0.8738335910348808,-1.0781930457306872,-1.5682506534592797,0.38078984671799887,0.12497853843047955,0.12497853843047955,0,9,0.19515542103908956,-0.49677071698633585,9,0,0,0,1.097987098955034,0.28550176850110975,-0.03208426476099557,1.3834888674561436,198.58751119835523,1.0548169936533587,210.49065921672198,213.49065921672198,213.49065921672198
1,10,1,-1.5682506534592797,0.38078984671799887,-0.8738335910348808,-1.0781930457306872,-1.5682506534592797,0.38078984671799887,0.12497853843047955,0.12497853843047955,0,9,0.19515542103908956,-0.49677071698633585,9,0,0,1,1.097987098955034,0.28550176850110975,-0.03208426476099557,1.3834888674561436,198.58751119835523,1.0548169936533587,211.49065921672198,213.49065921672198,213.49065921672198
