unit,t,ones,x1,x2,z1,z2,p_uncured,p_cured,C_tilde,G,u,V,G_star,d,C,tau,groupFE,unitFE,e,Y_base,Y0,Y1,Y
1,1,1,0.8954194048419595,-0.29683337826281786,0.8954194048419595,-0.29683337826281786,0.9335423930805025,0.9335423930805025,1,10000,0.05241254880093038,0.4190446298346659,10002,1,1,-9999,2.4798598815744843,-1.0104713620389905,3.06012622827358,4.529514747809074,5.903913949868997,5.903913949868997,5.903913949868997
1,2,1,0.8954194048419595,-0.29683337826281786,0.8954194048419595,-0.29683337826281786,0.9335423930805025,0.9335423930805025,1,10000,0.05241254880093038,0.4190446298346659,10002,1,1,-9998,2.4798598815744843,-1.0104713620389905,3.06012622827358,4.529514747809074,6.903913949868997,6.903913949868997,6.903913949868997
1,3,1,0.8954194048419595,-0.29683337826281786,0.8954194048419595,-0.29683337826281786,0.9335423930805025,0.9335423930805025,1,10000,0.05241254880093038,0.4190446298346659,10002,1,1,-9997,2.4798598815744843,-1.0104713620389905,3.06012622827358,4.529514747809074,7.903913949868997,7.903913949868997,7.903913949868997
1,4,1,0.8954194048419595,-0.29683337826281786,0.8954194048419595,-0.29683337826281786,0.9335423930805025,0.9335423930805025,1,10000,0.05241254880093038,0.4190446298346659,10002,1,1,-9996,2.4798598815744843,-1.0104713620389905,3.06012622827358,4.529514747809074,8.903913949868997,8.903913949868997,8.903913949868997
1,5,1,0.8954194048419595,-0.29683337826281786,0.8954194048419595,-0.29683337826281786,0.9335423930805025,0.9335423930805025,1,10000,0.05241254880093038,0.4190446298346659,10002,1,1,-9995,2.4798598815744843,-1.0104713620389905,3.06012622827358,4.529514747809074,9.903913949868997,9.903913949868997,9.903913949868997
2,1,1,0.23696808284148574,-0.4082043603993952,0.23696808284148574,-0.4082043603993952,0.7807143276399992,0.7807143276399992,1,10000,0.2412107875570655,-0.18473059005194148,10002,1,1,-9999,2.4798598815744843,-0.40651593437710354,-1.619561477548182,0.453782469649199,1.8281816717091215,1.8281816717091215,1.8281816717091215
2,2,1,0.23696808284148574,-0.4082043603993952,0.23696808284148574,-0.4082043603993952,0.7807143276399992,0.7807143276399992,1,10000,0.2412107875570655,-0.18473059005194148,10002,1,1,-9998,2.4798598815744843,-0.40651593437710354,-1.619561477548182,0.453782469649199,2.8281816717091215,2.8281816717091215,2.8281816717091215
2,3,1,0.23696808284148574,-0.4082043603993952,0.23696808284148574,-0.4082043603993952,0.7807143276399992,0.7807143276399992,1,10000,0.2412107875570655,-0.18473059005194148,10002,1,1,-9997,2.4798598815744843,-0.40651593437710354,-1.619561477548182,0.453782469649199,3.8281816717091215,3.8281816717091215,3.8281816717091215
2,4,1,0.23696808284148574,-0.4082043603993952,0.23696808284148574,-0.4082043603993952,0.7807143276399992,0.7807143276399992,1,10000,0.2412107875570655,-0.18473059005194148,10002,1,1,-9996,2.4798598815744843,-0.40651593437710354,-1.619561477548182,0.453782469649199,4.828181671709122,4.828181671709122,4.828181671709122
2,5,1,0.23696808284148574,-0.4082043603993952,0.23696808284148574,-0.4082043603993952,0.7807143276399992,0.7807143276399992,1,10000,0.2412107875570655,-0.18473059005194148,10002,1,1,-9995,2.4798598815744843,-0.40651593437710354,-1.619561477548182,0.453782469649199,5.828181671709122,5.828181671709122,5.828181671709122
3,1,1,-0.6776090180501342,-0.7603665241040289,-0.6776090180501342,-0.7603665241040289,0.32401057064761585,0.32401057064761585,0,10000,0.3428748107980937,-0.35786867156569696,23,1,1,-9999,0.4522411033999188,0.8047488406027776,-1.7812088009255853,-0.5242188569228889,1.0501803451370337,1.0501803451370337,1.0501803451370337
3,2,1,-0.6776090180501342,-0.7603665241040289,-0.6776090180501342,-0.7603665241040289,0.32401057064761585,0.32401057064761585,0,10000,0.3428748107980937,-0.35786867156569696,23,1,1,-9998,0.4522411033999188,0.8047488406027776,-1.7812088009255853,-0.5242188569228889,2.2501803451370335,2.2501803451370335,2.2501803451370335
3,3,1,-0.6776090180501342,-0.7603665241040289,-0.6776090180501342,-0.7603665241040289,0.32401057064761585,0.32401057064761585,0,10000,0.3428748107980937,-0.35786867156569696,23,1,1,-9997,0.4522411033999188,0.8047488406027776,-1.7812088009255853,-0.5242188569228889,3.4501803451370336,3.4501803451370336,3.4501803451370336
3,4,1,-0.6776090180501342,-0.7603665241040289,-0.6776090180501342,-0.7603665241040289,0.32401057064761585,0.32401057064761585,0,10000,0.3428748107980937,-0.35786867156569696,23,1,1,-9996,0.4522411033999188,0.8047488406027776,-1.7812088009255853,-0.5242188569228889,4.650180345137033,4.650180345137033,4.650180345137033
3,5,1,-0.6776090180501342,-0.7603665241040289,-0.6776090180501342,-0.7603665241040289,0.32401057064761585,0.32401057064761585,0,10000,0.3428748107980937,-0.35786867156569696,23,1,1,-9995,0.4522411033999188,0.8047488406027776,-1.7812088009255853,-0.5242188569228889,5.8501803451370336,5.8501803451370336,5.8501803451370336
4,1,1,0.24391829688102007,-1.5344573520123959,0.24391829688102007,-1.5344573520123959,0.6727408706526774,0.6727408706526774,1,10000,0.8823422582354397,0.538539979040937,10002,1,1,-9999,2.4798598815744843,-0.7097710933690138,-0.05638796471941543,1.7137008234860551,3.0881000255459776,3.0881000255459776,3.0881000255459776
4,2,1,0.24391829688102007,-1.5344573520123959,0.24391829688102007,-1.5344573520123959,0.6727408706526774,0.6727408706526774,1,10000,0.8823422582354397,0.538539979040937,10002,1,1,-9998,2.4798598815744843,-0.7097710933690138,-0.05638796471941543,1.7137008234860551,4.088100025545978,4.088100025545978,4.088100025545978
4,3,1,0.24391829688102007,-1.5344573520123959,0.24391829688102007,-1.5344573520123959,0.6727408706526774,0.6727408706526774,1,10000,0.8823422582354397,0.538539979040937,10002,1,1,-9997,2.4798598815744843,-0.7097710933690138,-0.05638796471941543,1.7137008234860551,5.0881000255459785,5.0881000255459785,5.0881000255459785
4,4,1,0.24391829688102007,-1.5344573520123959,0.24391829688102007,-1.5344573520123959,0.6727408706526774,0.6727408706526774,1,10000,0.8823422582354397,0.538539979040937,10002,1,1,-9996,2.4798598815744843,-0.7097710933690138,-0.05638796471941543,1.7137008234860551,6.0881000255459785,6.0881000255459785,6.0881000255459785
4,5,1,0.24391829688102007,-1.5344573520123959,0.24391829688102007,-1.5344573520123959,0.6727408706526774,0.6727408706526774,1,10000,0.8823422582354397,0.538539979040937,10002,1,1,-9995,2.4798598815744843,-0.7097710933690138,-0.05638796471941543,1.7137008234860551,7.0881000255459785,7.0881000255459785,7.0881000255459785
5,1,1,0.29647955298423767,-0.18706003529950976,0.29647955298423767,-0.18706003529950976,0.8174893113032596,0.8174893113032596,1,10000,0.9500183446798474,-0.01570956335153199,10002,1,1,-9999,2.4798598815744843,-0.008440792338374106,1.3012773628155214,3.7726964520516315,5.1470956541115545,5.1470956541115545,5.1470956541115545
5,2,1,0.29647955298423767,-0.18706003529950976,0.29647955298423767,-0.18706003529950976,0.8174893113032596,0.8174893113032596,1,10000,0.9500183446798474,-0.01570956335153199,10002,1,1,-9998,2.4798598815744843,-0.008440792338374106,1.3012773628155214,3.7726964520516315,6.1470956541115545,6.1470956541115545,6.1470956541115545
5,3,1,0.29647955298423767,-0.18706003529950976,0.29647955298423767,-0.18706003529950976,0.8174893113032596,0.8174893113032596,1,10000,0.9500183446798474,-0.01570956335153199,10002,1,1,-9997,2.4798598815744843,-0.008440792338374106,1.3012773628155214,3.7726964520516315,7.1470956541115545,7.1470956541115545,7.1470956541115545
5,4,1,0.29647955298423767,-0.18706003529950976,0.29647955298423767,-0.18706003529950976,0.8174893113032596,0.8174893113032596,1,10000,0.9500183446798474,-0.01570956335153199,10002,1,1,-9996,2.4798598815744843,-0.008440792338374106,1.3012773628155214,3.7726964520516315,8.147095654111554,8.147095654111554,8.147095654111554
