unit,t,ones,x1,x2,x3,x4,z1,z2,z3,U,Xg,p_cured,p_uncured,C_tilde,V,Zl,G_star,G,C,e,Y0,Y1,Y
1,1,1,0.5412555476650596,0.1397855111863464,0.2728639694470984,0.12082719708707555,0.5412555476650596,0.1397855111863464,-0.05270497480865022,1.7855141164871922,0.3486680118516231,0.5862945380385237,0.4137054619614763,1,-0.6842778514056842,4.61044958696243,10000,10000,1,-1.667967061876271,12.953061142237805,13.953061142237805,12.953061142237805
1,2,1,0.5412555476650596,0.1397855111863464,0.2728639694470984,0.12082719708707555,0.5412555476650596,0.1397855111863464,-0.05270497480865022,1.7855141164871922,0.3486680118516231,0.5862945380385237,0.4137054619614763,1,-0.6842778514056842,4.61044958696243,10000,10000,1,1.7021203507533584,15.63810484855262,16.638104848552622,15.63810484855262
1,3,1,0.5412555476650596,0.1397855111863464,0.2728639694470984,0.12082719708707555,0.5412555476650596,0.1397855111863464,-0.05270497480865022,1.7855141164871922,0.3486680118516231,0.5862945380385237,0.4137054619614763,1,-0.6842778514056842,4.61044958696243,10000,10000,1,-0.9764594327544045,15.29881495679874,16.29881495679874,15.29881495679874
1,4,1,0.5412555476650596,0.1397855111863464,0.2728639694470984,0.12082719708707555,0.5412555476650596,0.1397855111863464,-0.05270497480865022,1.7855141164871922,0.3486680118516231,0.5862945380385237,0.4137054619614763,1,-0.6842778514056842,4.61044958696243,10000,10000,1,0.22340366447262688,16.898746505412255,17.898746505412255,16.898746505412255
1,5,1,0.5412555476650596,0.1397855111863464,0.2728639694470984,0.12082719708707555,0.5412555476650596,0.1397855111863464,-0.05270497480865022,1.7855141164871922,0.3486680118516231,0.5862945380385237,0.4137054619614763,1,-0.6842778514056842,4.61044958696243,10000,10000,1,-1.064356095841063,17.25486662525541,18.25486662525541,17.25486662525541
2,1,1,0.4902815236710012,0.032968280371278524,1.8545097258955168,0.34163306263975757,0.4902815236710012,0.032968280371278524,1.7789806503982653,0.34563715035198583,3.623645938390479,0.974008385302846,0.025991614697154053,1,-0.47285423206090943,6.6606388566264325,10000,10000,1,-0.3913190386066269,14.11522348639359,15.11522348639359,14.11522348639359
2,2,1,0.4902815236710012,0.032968280371278524,1.8545097258955168,0.34163306263975757,0.4902815236710012,0.032968280371278524,1.7789806503982653,0.34563715035198583,3.623645938390479,0.974008385302846,0.025991614697154053,1,-0.47285423206090943,6.6606388566264325,10000,10000,1,1.5208245681229777,16.071295289758392,17.071295289758392,16.071295289758392
2,3,1,0.4902815236710012,0.032968280371278524,1.8545097258955168,0.34163306263975757,0.4902815236710012,0.032968280371278524,1.7789806503982653,0.34563715035198583,3.623645938390479,0.974008385302846,0.025991614697154053,1,-0.47285423206090943,6.6606388566264325,10000,10000,1,-0.6960023606474878,15.962881825373161,16.96288182537316,15.962881825373161
2,4,1,0.4902815236710012,0.032968280371278524,1.8545097258955168,0.34163306263975757,0.4902815236710012,0.032968280371278524,1.7789806503982653,0.34563715035198583,3.623645938390479,0.974008385302846,0.025991614697154053,1,-0.47285423206090943,6.6606388566264325,10000,10000,1,0.025025052751002523,17.323395532072407,18.323395532072407,17.323395532072407
2,5,1,0.4902815236710012,0.032968280371278524,1.8545097258955168,0.34163306263975757,0.4902815236710012,0.032968280371278524,1.7789806503982653,0.34563715035198583,3.623645938390479,0.974008385302846,0.025991614697154053,1,-0.47285423206090943,6.6606388566264325,10000,10000,1,-0.24969656338698723,18.18603472400341,19.18603472400341,18.18603472400341
3,1,1,-0.8857991071417928,0.9393738177604973,0.475473340893786,1.6243790646310774,-0.8857991071417928,0.9393738177604973,-0.17631139597143594,-1.7623699791184284,-3.699399168017008,0.02414117199708933,0.9758588280029107,0,-0.4550360715604542,-0.7660310635365135,2,2,0,-0.3209346736241539,20.06152593595992,21.06152593595992,20.06152593595992
3,2,1,-0.8857991071417928,0.9393738177604973,0.475473340893786,1.6243790646310774,-0.8857991071417928,0.9393738177604973,-0.17631139597143594,-1.7623699791184284,-3.699399168017008,0.02414117199708933,0.9758588280029107,0,-0.4550360715604542,-0.7660310635365135,2,2,0,-0.24762041184977518,21.09818306684711,22.09818306684711,22.09818306684711
3,3,1,-0.8857991071417928,0.9393738177604973,0.475473340893786,1.6243790646310774,-0.8857991071417928,0.9393738177604973,-0.17631139597143594,-1.7623699791184284,-3.699399168017008,0.02414117199708933,0.9758588280029107,0,-0.4550360715604542,-0.7660310635365135,2,2,0,0.588490470487717,22.516238508015856,23.516238508015856,23.516238508015856
3,4,1,-0.8857991071417928,0.9393738177604973,0.475473340893786,1.6243790646310774,-0.8857991071417928,0.9393738177604973,-0.17631139597143594,-1.7623699791184284,-3.699399168017008,0.02414117199708933,0.9758588280029107,0,-0.4550360715604542,-0.7660310635365135,2,2,0,-0.006971295847992331,23.218507624848,24.218507624848,24.218507624848
3,5,1,-0.8857991071417928,0.9393738177604973,0.475473340893786,1.6243790646310774,-0.8857991071417928,0.9393738177604973,-0.17631139597143594,-1.7623699791184284,-3.699399168017008,0.02414117199708933,0.9758588280029107,0,-0.4550360715604542,-0.7660310635365135,2,2,0,0.4057439774032933,24.42486526147364,25.42486526147364,25.42486526147364
4,1,1,0.3007211145013571,0.8608784857206047,-1.2080018584190226,0.5384366962050217,0.3007211145013571,0.8608784857206047,-0.25534262002866814,-1.3789896435767364,-4.53631845927654,0.010599226442808316,0.9894007735571917,0,-1.3349032615770622,1.763464151812232,3,3,0,-0.4582331360287741,17.80874419939721,18.80874419939721,17.80874419939721
4,2,1,0.3007211145013571,0.8608784857206047,-1.2080018584190226,0.5384366962050217,0.3007211145013571,0.8608784857206047,-0.25534262002866814,-1.3789896435767364,-4.53631845927654,0.010599226442808316,0.9894007735571917,0,-1.3349032615770622,1.763464151812232,3,3,0,1.8349452612160189,19.955333398019608,20.955333398019608,19.955333398019608
4,3,1,0.3007211145013571,0.8608784857206047,-1.2080018584190226,0.5384366962050217,0.3007211145013571,0.8608784857206047,-0.25534262002866814,-1.3789896435767364,-4.53631845927654,0.010599226442808316,0.9894007735571917,0,-1.3349032615770622,1.763464151812232,3,3,0,0.8603151894608728,20.468018362142033,21.468018362142033,21.468018362142033
4,4,1,0.3007211145013571,0.8608784857206047,-1.2080018584190226,0.5384366962050217,0.3007211145013571,0.8608784857206047,-0.25534262002866814,-1.3789896435767364,-4.53631845927654,0.010599226442808316,0.9894007735571917,0,-1.3349032615770622,1.763464151812232,3,3,0,-1.153046045579329,20.461337744621932,21.461337744621932,21.461337744621932
4,5,1,0.3007211145013571,0.8608784857206047,-1.2080018584190226,0.5384366962050217,0.3007211145013571,0.8608784857206047,-0.25534262002866814,-1.3789896435767364,-4.53631845927654,0.010599226442808316,0.9894007735571917,0,-1.3349032615770622,1.763464151812232,3,3,0,-2.138571537724987,20.968574998549105,21.968574998549105,21.968574998549105
5,1,1,0.7917375196702778,0.6366101859603077,-1.0057357778022,0.5998111600183482,0.7917375196702778,0.6366101859603077,-1.8825567465523954,0.5897688506329827,-2.70121688818446,0.06290158844465663,0.9370984115553433,0,-0.2506221530121044,1.7910877349072372,6,10000,1,0.9141902994825237,19.377804252685067,20.377804252685067,19.377804252685067
5,2,1,0.7917375196702778,0.6366101859603077,-1.0057357778022,0.5998111600183482,0.7917375196702778,0.6366101859603077,-1.8825567465523954,0.5897688506329827,-2.70121688818446,0.06290158844465663,0.9370984115553433,0,-0.2506221530121044,1.7910877349072372,6,10000,1,0.2328636853462465,20.03714094561693,21.03714094561693,20.03714094561693
5,3,1,0.7917375196702778,0.6366101859603077,-1.0057357778022,0.5998111600183482,0.7917375196702778,0.6366101859603077,-1.8825567465523954,0.5897688506329827,-2.70121688818446,0.06290158844465663,0.9370984115553433,0,-0.2506221530121044,1.7910877349072372,6,10000,1,-1.7914496488376488,20.024984278524983,21.024984278524983,20.024984278524983
5,4,1,0.7917375196702778,0.6366101859603077,-1.0057357778022,0.5998111600183482,0.7917375196702778,0.6366101859603077,-1.8825567465523954,0.5897688506329827,-2.70121688818446,0.06290158844465663,0.9370984115553433,0,-0.2506221530121044,1.7910877349072372,6,10000,1,0.08815190576924614,21.96478505582843,22.96478505582843,21.96478505582843
5,5,1,0.7917375196702778,0.6366101859603077,-1.0057357778022,0.5998111600183482,0.7917375196702778,0.6366101859603077,-1.8825567465523954,0.5897688506329827,-2.70121688818446,0.06290158844465663,0.9370984115553433,0,-0.2506221530121044,1.7910877349072372,6,10000,1,-1.6895041009637528,22.07595705246193,23.07595705246193,22.07595705246193
6,1,1,0.6478603216819465,0.3111918803770095,-0.15507800576114747,0.2165584517617276,0.6478603216819465,0.3111918803770095,0.5234993420688331,-0.4211553973309728,-0.636819128912421,0.34596593316506724,0.6540340668349327,0,-1.4519606527462037,4.8856443443016975,32,10000,1,-2.476820210278644,14.032730640223194,15.032730640223194,14.032730640223194
6,2,1,0.6478603216819465,0.3111918803770095,-0.15507800576114747,0.2165584517617276,0.6478603216819465,0.3111918803770095,0.5234993420688331,-0.4211553973309728,-0.636819128912421,0.34596593316506724,0.6540340668349327,0,-1.4519606527462037,4.8856443443016975,32,10000,1,-1.2221502740706685,15.660065608327182,16.66006560832718,15.660065608327182
6,3,1,0.6478603216819465,0.3111918803770095,-0.15507800576114747,0.2165584517617276,0.6478603216819465,0.3111918803770095,0.5234993420688331,-0.4211553973309728,-0.636819128912421,0.34596593316506724,0.6540340668349327,0,-1.4519606527462037,4.8856443443016975,32,10000,1,0.1364625109310069,17.339372000828018,18.339372000828018,17.339372000828018
