unit,t,ones,x1,x2,x3,x4,z1,z2,z3,U,Xg,p_cured,p_uncured,C_tilde,V,Zl,G_star,G,C,e,delta_gt,tau,Y0,Y1,Y
1,1,1,0.6081081731244922,0.2982288009952754,1.2361186076708566,-0.8621120707086158,0.6081081731244922,0.2982288009952754,0.1182265558335781,0.5191442640481819,2.0919959596001467,0.8901227909454738,0.10987720905452625,1,-0.8532243981855715,4.439756499096736,10000,10000,1,0.9183655564155868,1,-9999,13.98538372314419,14.98538372314419,13.98538372314419
1,2,1,0.6081081731244922,0.2982288009952754,1.2361186076708566,-0.8621120707086158,0.6081081731244922,0.2982288009952754,0.1182265558335781,0.5191442640481819,2.0919959596001467,0.8901227909454738,0.10987720905452625,1,-0.8532243981855715,4.439756499096736,10000,10000,1,0.6584373596379539,Inf,-9998,Inf,Inf,NA
1,3,1,0.6081081731244922,0.2982288009952754,1.2361186076708566,-0.8621120707086158,0.6081081731244922,0.2982288009952754,0.1182265558335781,0.5191442640481819,2.0919959596001467,0.8901227909454738,0.10987720905452625,1,-0.8532243981855715,4.439756499096736,10000,10000,1,1.5188690845586608,Inf,-9997,Inf,Inf,NA
1,4,1,0.6081081731244922,0.2982288009952754,1.2361186076708566,-0.8621120707086158,0.6081081731244922,0.2982288009952754,0.1182265558335781,0.5191442640481819,2.0919959596001467,0.8901227909454738,0.10987720905452625,1,-0.8532243981855715,4.439756499096736,10000,10000,1,0.6546669425304374,Inf,-9996,Inf,Inf,NA
1,5,1,0.6081081731244922,0.2982288009952754,1.2361186076708566,-0.8621120707086158,0.6081081731244922,0.2982288009952754,0.1182265558335781,0.5191442640481819,2.0919959596001467,0.8901227909454738,0.10987720905452625,1,-0.8532243981855715,4.439756499096736,10000,10000,1,-0.5912675679306444,Inf,-9995,Inf,Inf,NA
2,1,1,-0.605603598523885,0.7812100488226861,0.6910402907432975,1.1344377381393094,-0.605603598523885,0.7812100488226861,-0.5732856916821046,-0.9231483650237796,-2.391546713206547,0.08381957734223651,0.9161804226577634,0,-0.5748370386166295,-0.1281230351979329,2,2,0,-1.188942087917033,1,-1,-0.7120238023312642,0.28797619766873583,-0.7120238023312642
2,2,1,-0.605603598523885,0.7812100488226861,0.6910402907432975,1.1344377381393094,-0.605603598523885,0.7812100488226861,-0.5732856916821046,-0.9231483650237796,-2.391546713206547,0.08381957734223651,0.9161804226577634,0,-0.5748370386166295,-0.1281230351979329,2,2,0,0.8766843934334724,0,0,1.3536026790192413,2.3536026790192413,2.3536026790192413
2,3,1,-0.605603598523885,0.7812100488226861,0.6910402907432975,1.1344377381393094,-0.605603598523885,0.7812100488226861,-0.5732856916821046,-0.9231483650237796,-2.391546713206547,0.08381957734223651,0.9161804226577634,0,-0.5748370386166295,-0.1281230351979329,2,2,0,-0.9611200043068532,0,1,0.5157982812789155,1.5157982812789155,1.5157982812789155
2,4,1,-0.605603598523885,0.7812100488226861,0.6910402907432975,1.1344377381393094,-0.605603598523885,0.7812100488226861,-0.5732856916821046,-0.9231483650237796,-2.391546713206547,0.08381957734223651,0.9161804226577634,0,-0.5748370386166295,-0.1281230351979329,2,2,0,-0.7780279488433599,16,2,17.69889033674241,18.69889033674241,18.69889033674241
2,5,1,-0.605603598523885,0.7812100488226861,0.6910402907432975,1.1344377381393094,-0.605603598523885,0.7812100488226861,-0.5732856916821046,-0.9231483650237796,-2.391546713206547,0.08381957734223651,0.9161804226577634,0,-0.5748370386166295,-0.1281230351979329,2,2,0,1.6014653555643164,25,3,30.078383641150083,31.078383641150083,31.078383641150083
3,1,1,-0.3167796987108886,0.17848704173229635,0.4910193152964991,-0.19770554854240904,-0.3167796987108886,0.17848704173229635,-0.9674069481985615,-1.1056808171188968,-1.0084948502933717,0.26727451427385995,0.73272548572614,0,-0.12749768457568036,1.8635725291827723,7,10000,1,-1.0598660934254927,1,-9999,0.14437762127282625,1.1443776212728263,0.14437762127282625
3,2,1,-0.3167796987108886,0.17848704173229635,0.4910193152964991,-0.19770554854240904,-0.3167796987108886,0.17848704173229635,-0.9674069481985615,-1.1056808171188968,-1.0084948502933717,0.26727451427385995,0.73272548572614,0,-0.12749768457568036,1.8635725291827723,7,10000,1,0.6814521258989387,128,-9998,129.88569584059726,130.88569584059726,129.88569584059726
3,3,1,-0.3167796987108886,0.17848704173229635,0.4910193152964991,-0.19770554854240904,-0.3167796987108886,0.17848704173229635,-0.9674069481985615,-1.1056808171188968,-1.0084948502933717,0.26727451427385995,0.73272548572614,0,-0.12749768457568036,1.8635725291827723,7,10000,1,0.45996028762245345,2187,-9997,2189.6642040023207,2190.6642040023207,2189.6642040023207
3,4,1,-0.3167796987108886,0.17848704173229635,0.4910193152964991,-0.19770554854240904,-0.3167796987108886,0.17848704173229635,-0.9674069481985615,-1.1056808171188968,-1.0084948502933717,0.26727451427385995,0.73272548572614,0,-0.12749768457568036,1.8635725291827723,7,10000,1,0.6183874710894544,16384,-9996,16387.822631185787,16388.822631185787,16387.822631185787
3,5,1,-0.3167796987108886,0.17848704173229635,0.4910193152964991,-0.19770554854240904,-0.3167796987108886,0.17848704173229635,-0.9674069481985615,-1.1056808171188968,-1.0084948502933717,0.26727451427385995,0.73272548572614,0,-0.12749768457568036,1.8635725291827723,7,10000,1,0.057832291186731936,78125,-9995,78129.26207600589,78130.26207600589,78129.26207600589
4,1,1,0.1811767122708261,0.1363743063993752,-0.05914476453324877,0.05671368543802819,0.1811767122708261,0.1363743063993752,-0.3359093828181965,-0.11987851139405395,-1.0286847173235958,0.2633391785952838,0.7366608214047162,0,-2.1207837014020186,3.61732112252533,6,10000,1,2.027859925732967,1,-9999,3.89138720810434,4.89138720810434,3.89138720810434
4,2,1,0.1811767122708261,0.1363743063993752,-0.05914476453324877,0.05671368543802819,0.1811767122708261,0.1363743063993752,-0.3359093828181965,-0.11987851139405395,-1.0286847173235958,0.2633391785952838,0.7366608214047162,0,-2.1207837014020186,3.61732112252533,6,10000,1,-0.581900713442104,64,-9998,65.28162656892927,66.28162656892927,65.28162656892927
4,3,1,0.1811767122708261,0.1363743063993752,-0.05914476453324877,0.05671368543802819,0.1811767122708261,0.1363743063993752,-0.3359093828181965,-0.11987851139405395,-1.0286847173235958,0.2633391785952838,0.7366608214047162,0,-2.1207837014020186,3.61732112252533,6,10000,1,0.7097818888910418,729,-9997,732.5733091712624,733.5733091712624,732.5733091712624
4,4,1,0.1811767122708261,0.1363743063993752,-0.05914476453324877,0.05671368543802819,0.1811767122708261,0.1363743063993752,-0.3359093828181965,-0.11987851139405395,-1.0286847173235958,0.2633391785952838,0.7366608214047162,0,-2.1207837014020186,3.61732112252533,6,10000,1,0.09704721086477541,4096,-9996,4099.960574493236,4100.960574493236,4099.960574493236
4,5,1,0.1811767122708261,0.1363743063993752,-0.05914476453324877,0.05671368543802819,0.1811767122708261,0.1363743063993752,-0.3359093828181965,-0.11987851139405395,-1.0286847173235958,0.2633391785952838,0.7366608214047162,0,-2.1207837014020186,3.61732112252533,6,10000,1,0.4052115256534741,15625,-9995,15630.268738808023,15631.268738808023,15630.268738808023
5,1,1,-0.6250587846152484,0.015027648070827127,0.02421442188967967,0.5282117996425637,-0.6250587846152484,0.015027648070827127,0.6526260261041105,1.264543241491622,-2.231744021592792,0.09693586319743604,0.9030641368025639,0,-0.9537571989888936,3.3574255126611323,13,10000,1,0.592303832983211,1,-9999,-4.470100580386967,-3.4701005803869673,-4.470100580386967
5,2,1,-0.6250587846152484,0.015027648070827127,0.02421442188967967,0.5282117996425637,-0.6250587846152484,0.015027648070827127,0.6526260261041105,1.264543241491622,-2.231744021592792,0.09693586319743604,0.9030641368025639,0,-0.9537571989888936,3.3574255126611323,13,10000,1,-0.5051253882188784,8192,-9998,8186.432470198411,8187.432470198411,8186.432470198411
5,3,1,-0.6250587846152484,0.015027648070827127,0.02421442188967967,0.5282117996425637,-0.6250587846152484,0.015027648070827127,0.6526260261041105,1.264543241491622,-2.231744021592792,0.09693586319743604,0.9030641368025639,0,-0.9537571989888936,3.3574255126611323,13,10000,1,1.1891119384287252,1594323,-9997,1594320.126707525,1594321.126707525,1594320.126707525
5,4,1,-0.6250587846152484,0.015027648070827127,0.02421442188967967,0.5282117996425637,-0.6250587846152484,0.015027648070827127,0.6526260261041105,1.264543241491622,-2.231744021592792,0.09693586319743604,0.9030641368025639,0,-0.9537571989888936,3.3574255126611323,13,10000,1,-0.1577620251688913,67108864,-9996,67108860.77983356,67108861.77983356,67108860.77983356
